date,open,high,low,close,volume,split,dividend
2024-06-03,192.89999389648438,194.99000549316406,192.52000427246094,194.02999877929688,50080500,1.0,0.0
2024-06-04,194.63999938964844,195.32000732421875,193.02999877929688,194.35000610351562,47471400,1.0,0.0
2024-06-05,195.39999389648438,196.89999389648438,194.8699951171875,195.8699951171875,54156800,1.0,0.0
2024-06-06,195.69000244140625,196.5,194.1699981689453,194.47999572753906,41181800,1.0,0.0
2024-06-07,194.64999389648438,196.94000244140625,194.13999938964844,196.88999938964844,53103900,1.0,0.0
2024-06-10,196.89999389648438,197.3000030517578,192.14999389648438,193.1199951171875,97010200,1.0,0.0
2024-06-11,193.64999389648438,207.16000366210938,193.6300048828125,207.14999389648438,172373300,1.0,0.0
2024-06-12,207.3699951171875,220.1999969482422,206.89999389648438,213.07000732421875,198134300,1.0,0.0
2024-06-13,214.74000549316406,216.75,211.60000610351562,214.24000549316406,97862700,1.0,0.0
2024-06-14,213.85000610351562,215.1699981689453,211.3000030517578,212.49000549316406,70122700,1.0,0.0
2024-06-17,213.3699951171875,218.9499969482422,212.72000122070312,216.6699981689453,93728300,1.0,0.0
2024-06-18,217.58999633789062,218.6300048828125,213.0,214.2899932861328,79943300,1.0,0.0
2024-06-20,213.92999267578125,214.24000549316406,208.85000610351562,209.67999267578125,86172500,1.0,0.0
2024-06-21,210.38999938964844,211.88999938964844,207.11000061035156,207.49000549316406,241805100,1.0,0.0
2024-06-24,207.72000122070312,212.6999969482422,206.58999633789062,208.13999938964844,80727000,1.0,0.0
2024-06-25,209.14999389648438,211.3800048828125,208.61000061035156,209.07000732421875,55549700,1.0,0.0
2024-06-26,211.5,214.86000061035156,210.63999938964844,213.25,66213200,1.0,0.0
2024-06-27,214.69000244140625,215.74000549316406,212.35000610351562,214.10000610351562,49772700,1.0,0.0
2024-06-28,215.77000427246094,216.07000732421875,210.3000030517578,210.6199951171875,82542700,1.0,0.0
2024-07-01,212.08999633789062,217.50999450683594,211.9199981689453,216.75,60402900,1.0,0.0
2024-07-02,216.14999389648438,220.3800048828125,215.10000610351562,220.27000427246094,58046200,1.0,0.0
2024-07-03,220.0,221.5500030517578,219.02999877929688,221.5500030517578,37369800,1.0,0.0
2024-07-05,221.64999389648438,226.4499969482422,221.64999389648438,226.33999633789062,60412400,1.0,0.0
2024-07-08,227.08999633789062,227.85000610351562,223.25,227.82000732421875,59085900,1.0,0.0
2024-07-09,227.92999267578125,229.39999389648438,226.3699951171875,228.67999267578125,48076100,1.0,0.0
2024-07-10,229.3000030517578,233.0800018310547,229.25,232.97999572753906,62627700,1.0,0.0
2024-07-11,231.38999938964844,232.38999938964844,225.77000427246094,227.57000732421875,64710600,1.0,0.0
2024-07-12,228.9199981689453,232.63999938964844,228.67999267578125,230.5399932861328,53046500,1.0,0.0
2024-07-15,236.47999572753906,237.22999572753906,233.08999633789062,234.39999389648438,62631300,1.0,0.0
2024-07-16,235.0,236.27000427246094,232.3300018310547,234.82000732421875,43234300,1.0,0.0
2024-07-17,229.4499969482422,231.4600067138672,226.63999938964844,228.8800048828125,57345900,1.0,0.0
2024-07-18,230.27999877929688,230.44000244140625,222.27000427246094,224.17999267578125,66034600,1.0,0.0
2024-07-19,224.82000732421875,226.8000030517578,223.27999877929688,224.30999755859375,49151500,1.0,0.0
2024-07-22,227.00999450683594,227.77999877929688,223.08999633789062,223.9600067138672,48201800,1.0,0.0
2024-07-23,224.3699951171875,226.94000244140625,222.67999267578125,225.00999450683594,39960300,1.0,0.0
2024-07-24,224.0,224.8000030517578,217.1300048828125,218.5399932861328,61777600,1.0,0.0
2024-07-25,218.92999267578125,220.85000610351562,214.6199951171875,217.49000549316406,51391200,1.0,0.0
2024-07-26,218.6999969482422,219.49000549316406,216.00999450683594,217.9600067138672,41601300,1.0,0.0
2024-07-29,216.9600067138672,219.3000030517578,215.75,218.24000549316406,36311800,1.0,0.0
2024-07-30,219.19000244140625,220.3300018310547,216.1199951171875,218.8000030517578,41643800,1.0,0.0
2024-07-31,221.44000244140625,223.82000732421875,220.6300048828125,222.0800018310547,50036300,1.0,0.0
2024-08-01,224.3699951171875,224.47999572753906,217.02000427246094,218.36000061035156,62501000,1.0,0.0
2024-08-02,219.14999389648438,225.60000610351562,217.7100067138672,219.86000061035156,105568600,1.0,0.0
2024-08-05,199.08999633789062,213.5,196.0,209.27000427246094,119548600,1.0,0.0
2024-08-06,205.3000030517578,209.99000549316406,201.07000732421875,207.22999572753906,69660500,1.0,0.0
2024-08-07,206.89999389648438,213.63999938964844,206.38999938964844,209.82000732421875,63516400,1.0,0.0
2024-08-08,213.11000061035156,214.1999969482422,208.8300018310547,213.30999755859375,47161100,1.0,0.0
2024-08-09,212.10000610351562,216.77999877929688,211.97000122070312,216.24000549316406,42201600,1.0,0.0
2024-08-12,216.07000732421875,219.50999450683594,215.60000610351562,217.52999877929688,38028100,1.0,0.25
2024-08-13,219.00999450683594,221.88999938964844,219.00999450683594,221.27000427246094,44155300,1.0,0.0
2024-08-14,220.57000732421875,223.02999877929688,219.6999969482422,221.72000122070312,41960600,1.0,0.0
2024-08-15,224.60000610351562,225.35000610351562,222.75999450683594,224.72000122070312,46414000,1.0,0.0
2024-08-16,223.9199981689453,226.8300018310547,223.64999389648438,226.0500030517578,44340200,1.0,0.0
2024-08-19,225.72000122070312,225.99000549316406,223.0399932861328,225.88999938964844,40687800,1.0,0.0
2024-08-20,225.77000427246094,227.1699981689453,225.4499969482422,226.50999450683594,30299000,1.0,0.0
2024-08-21,226.52000427246094,227.97999572753906,225.0500030517578,226.39999389648438,34765500,1.0,0.0
2024-08-22,227.7899932861328,228.33999633789062,223.89999389648438,224.52999877929688,43695300,1.0,0.0
